Actual,Predicted,obs_ci_lower,obs_ci_upper,Datetime
147.0,147.51080045628618,130.3919347118756,164.62966620069676,2015-09-23 02:00:00-04:00
142.0,146.2120143937484,129.0932176186105,163.3308111688863,2015-09-23 03:00:00-04:00
145.0,146.03671558004726,128.9180199433016,163.1554112167929,2015-09-23 04:00:00-04:00
141.0,145.88105535933818,128.7623430903254,162.99976762835095,2015-09-23 05:00:00-04:00
145.0,145.83561689998314,128.71634965883425,162.95488414113203,2015-09-23 06:00:00-04:00
144.0,145.9710556931141,128.85173664828665,163.09037473794154,2015-09-23 07:00:00-04:00
144.0,146.54725503084393,129.427581080975,163.66692898071287,2015-09-23 08:00:00-04:00
145.0,147.05469083153503,129.93612657280812,164.17325509026193,2015-09-23 09:00:00-04:00
147.0,147.68479867288184,130.56514311356844,164.80445423219524,2015-09-23 10:00:00-04:00
151.0,148.8575995705881,131.73782766681452,165.97737147436166,2015-09-23 11:00:00-04:00
146.0,150.05537876010408,132.9370913493441,167.17366617086407,2015-09-23 12:00:00-04:00
151.0,151.33086051839007,134.2105699637901,168.45115107299003,2015-09-23 13:00:00-04:00
151.0,152.7097931527254,135.58936754947683,169.830218755974,2015-09-23 14:00:00-04:00
153.0,152.64282968046936,135.5215612728177,169.76409808812102,2015-09-23 15:00:00-04:00
152.0,152.43776468211837,135.3191825583597,169.55634680587704,2015-09-23 16:00:00-04:00
150.0,151.52346481921563,134.40370401812223,168.64322562030904,2015-09-23 17:00:00-04:00
147.0,150.4029524111769,133.28420317608797,167.52170164626583,2015-09-23 18:00:00-04:00
152.0,149.68580116007337,132.5671901658194,166.80441215432734,2015-09-23 19:00:00-04:00
148.0,148.90670001166296,131.78780014831568,166.02559987501024,2015-09-23 20:00:00-04:00
148.0,148.42556647339148,131.30699814163498,165.544134805148,2015-09-23 21:00:00-04:00
144.0,147.75177468141376,130.63225556271965,164.87129380010788,2015-09-23 22:00:00-04:00
148.0,146.97653770154471,129.8569250881105,164.09615031497893,2015-09-23 23:00:00-04:00
146.0,146.35312916568665,129.23106249083202,163.4751958405413,2015-09-24 00:00:00-04:00
143.0,145.98155041671149,128.85983884737973,163.10326198604324,2015-09-24 01:00:00-04:00
149.0,147.02051281400327,129.89863798520474,164.1423876428018,2015-09-24 02:00:00-04:00
142.0,144.9407390746237,127.81900567951489,162.06247246973254,2015-09-24 03:00:00-04:00
147.0,135.12769985593266,118.00518373524241,152.2502159766229,2015-09-24 04:00:00-04:00
143.0,111.38839921434862,94.26606675844117,128.5107316702561,2015-09-24 05:00:00-04:00
142.0,138.3155222256938,121.19323434646901,155.43781010491858,2015-09-24 06:00:00-04:00
143.0,142.90387522634973,125.78172758943633,160.0260228632631,2015-09-24 07:00:00-04:00
144.0,143.5118978208725,126.38944135092675,160.63435429081824,2015-09-24 08:00:00-04:00
147.0,144.7788182618413,127.6560760491775,161.90156047450512,2015-09-24 09:00:00-04:00
147.0,145.44516801450422,128.3216005569637,162.56873547204475,2015-09-24 10:00:00-04:00
148.0,147.63727045164606,130.51533176889015,164.75920913440197,2015-09-24 11:00:00-04:00
147.0,149.17218000751814,132.0482005050723,166.29615950996399,2015-09-24 12:00:00-04:00
153.0,150.51711214045434,133.39402519805753,167.64019908285115,2015-09-24 13:00:00-04:00
156.0,149.85613002897236,132.73421522838856,166.97804482955615,2015-09-24 14:00:00-04:00
146.0,150.55773443756885,133.43552759006582,167.6799412850719,2015-09-24 15:00:00-04:00
157.0,150.3550377754229,133.23295820997157,167.4771173408742,2015-09-24 16:00:00-04:00
151.0,150.74333470811752,133.62144815164308,167.86522126459195,2015-09-24 17:00:00-04:00
150.0,149.43387652787507,132.31152630853717,166.55622674721297,2015-09-24 18:00:00-04:00
148.0,148.9796180148754,131.85739435543522,166.10184167431558,2015-09-24 19:00:00-04:00
152.0,148.65587734539275,131.5334963676789,165.7782583231066,2015-09-24 20:00:00-04:00
150.0,148.82592087402284,131.7037358316426,165.94810591640308,2015-09-24 21:00:00-04:00
145.0,146.77319126454637,129.64732898478118,163.89905354431156,2015-09-24 22:00:00-04:00
143.0,145.38894364539306,128.2673795303113,162.5105077604748,2015-09-24 23:00:00-04:00
147.0,144.6075502206775,127.48255455287087,161.7325458884841,2015-09-25 00:00:00-04:00
143.0,144.43327601601416,127.30836683012134,161.55818520190698,2015-09-25 01:00:00-04:00
147.0,145.38050008349964,128.2564213232743,162.50457884372497,2015-09-25 02:00:00-04:00
143.0,143.7887539839039,126.66424578196414,160.91326218584362,2015-09-25 03:00:00-04:00
145.0,143.36473655620597,126.24085497265222,160.48861813975972,2015-09-25 04:00:00-04:00
141.0,143.29622737015762,126.1706395951966,160.42181514511864,2015-09-25 05:00:00-04:00
146.0,143.74687146032826,126.62130860758668,160.87243431306985,2015-09-25 06:00:00-04:00
142.0,144.22555094694823,127.09783029044556,161.3532716034509,2015-09-25 07:00:00-04:00
146.0,144.0910839384687,126.95863628807233,161.22353158886506,2015-09-25 08:00:00-04:00
145.0,143.67095033305657,126.54076651746726,160.80113414864587,2015-09-25 09:00:00-04:00
145.0,144.24431984645457,127.11444545565891,161.37419423725024,2015-09-25 10:00:00-04:00
147.0,144.70705684022266,127.57693167446345,161.83718200598187,2015-09-25 11:00:00-04:00
144.0,144.77132052171686,127.64230971097976,161.90033133245396,2015-09-25 12:00:00-04:00
147.0,145.31077561589058,128.18201788843007,162.4395333433511,2015-09-25 13:00:00-04:00
145.0,146.26241567292072,129.13293130500597,163.39190004083548,2015-09-25 14:00:00-04:00
147.0,146.61260861901812,129.48421287911566,163.74100435892058,2015-09-25 15:00:00-04:00
145.0,147.49611815694107,130.37085030293406,164.62138601094807,2015-09-25 16:00:00-04:00
145.0,146.88628799741713,129.75937395834995,164.0132020364843,2015-09-25 17:00:00-04:00
146.0,145.99643173897454,128.86997296886383,163.12289050908524,2015-09-25 18:00:00-04:00
146.0,146.53607994646285,129.41093525489788,163.66122463802782,2015-09-25 19:00:00-04:00
146.0,146.64597132088196,129.52151388890428,163.77042875285963,2015-09-25 20:00:00-04:00
146.0,147.28538769715982,130.1620985609082,164.40867683341145,2015-09-25 21:00:00-04:00
145.0,146.97037154892018,129.8461597855251,164.09458331231528,2015-09-25 22:00:00-04:00
146.0,146.94907360899646,129.82592057882047,164.07222663917244,2015-09-25 23:00:00-04:00
148.0,146.8405767441369,129.71599787727254,163.96515561100128,2015-09-26 00:00:00-04:00
147.0,146.88392983990394,129.7592035760332,164.00865610377468,2015-09-26 01:00:00-04:00
148.0,148.02692534297825,130.903593467067,165.1502572188895,2015-09-26 02:00:00-04:00
146.0,146.20793030484663,129.0843124540349,163.33154815565837,2015-09-26 03:00:00-04:00
149.0,146.00018825728256,128.87682224644595,163.12355426811916,2015-09-26 04:00:00-04:00
147.0,145.72833170904605,128.60458074587098,162.85208267222112,2015-09-26 05:00:00-04:00
147.0,145.44566232901695,128.32098603439883,162.57033862363508,2015-09-26 06:00:00-04:00
144.0,145.96318518117994,128.83705617372797,163.0893141886319,2015-09-26 07:00:00-04:00
147.0,145.9757971966442,128.8462990415506,163.10529535173782,2015-09-26 08:00:00-04:00
146.0,145.15200551267452,128.01998902722076,162.28402199812828,2015-09-26 09:00:00-04:00
146.0,145.1204904886498,127.98982591158415,162.25115506571547,2015-09-26 10:00:00-04:00
146.0,145.70485266100275,128.57466218038797,162.83504314161752,2015-09-26 11:00:00-04:00
147.0,146.05628327513813,128.9262650894225,163.18630146085377,2015-09-26 12:00:00-04:00
146.0,146.37769372948742,129.24916033489066,163.50622712408418,2015-09-26 13:00:00-04:00
148.0,146.31603810972186,129.18934351615195,163.44273270329177,2015-09-26 14:00:00-04:00
146.0,146.49486497013177,129.36627656710442,163.62345337315912,2015-09-26 15:00:00-04:00
147.0,145.78603873581764,128.65729049351427,162.91478697812101,2015-09-26 16:00:00-04:00
147.0,145.9966588246021,128.866113190337,163.1272044588672,2015-09-26 17:00:00-04:00
145.0,145.98460894550908,128.8572460038347,163.11197188718347,2015-09-26 18:00:00-04:00
148.0,146.36528113943749,129.23925742939406,163.4913048494809,2015-09-26 19:00:00-04:00
146.0,146.64682052096725,129.52099418791983,163.77264685401468,2015-09-26 20:00:00-04:00
145.0,146.4453387781623,129.3189820924379,163.5716954638867,2015-09-26 21:00:00-04:00
148.0,146.8519304790422,129.72612078052813,163.97774017755629,2015-09-26 22:00:00-04:00
145.0,147.14940400818654,130.02483141861285,164.27397659776022,2015-09-26 23:00:00-04:00
147.0,146.9129687306648,129.78588938395367,164.04004807737593,2015-09-27 00:00:00-04:00
146.0,146.66810285688774,129.541592274557,163.7946134392185,2015-09-27 01:00:00-04:00
147.0,147.75311407775803,130.62645009754135,164.8797780579747,2015-09-27 02:00:00-04:00
148.0,146.29587271862923,129.16871403867307,163.42303139858538,2015-09-27 03:00:00-04:00
143.0,146.08710974101137,128.95972091265193,163.21449856937082,2015-09-27 04:00:00-04:00
146.0,145.73958099986504,128.61216372172382,162.86699827800626,2015-09-27 05:00:00-04:00
146.0,146.0086362500569,128.88179635996485,163.13547614014894,2015-09-27 06:00:00-04:00
146.0,145.82688422166135,128.69991246709583,162.95385597622686,2015-09-27 07:00:00-04:00
145.0,145.85214701273043,128.7239791257431,162.98031489971774,2015-09-27 08:00:00-04:00
147.0,145.4528348669742,128.3241406837296,162.5815290502188,2015-09-27 09:00:00-04:00
145.0,145.68169676723863,128.55215696641983,162.81123656805744,2015-09-27 10:00:00-04:00
146.0,145.434525755118,128.3045353376097,162.56451617262627,2015-09-27 11:00:00-04:00
143.0,146.15969396127906,129.03009203552858,163.28929588702954,2015-09-27 12:00:00-04:00
148.0,146.8801034642986,129.75056998839432,164.00963694020288,2015-09-27 13:00:00-04:00
147.0,146.61285527000535,129.48326425309514,163.74244628691557,2015-09-27 14:00:00-04:00
147.0,145.93782651739883,128.80854015139613,163.06711288340153,2015-09-27 15:00:00-04:00
148.0,145.24790105900502,128.1187389199174,162.37706319809263,2015-09-27 16:00:00-04:00
146.0,148.54398330070666,131.41549772696897,165.67246887444435,2015-09-27 17:00:00-04:00
148.0,147.7074797872986,130.57940567289947,164.83555390169775,2015-09-27 18:00:00-04:00
147.0,147.83992946572494,130.71153778507596,164.9683211463739,2015-09-27 19:00:00-04:00
149.0,148.55811772313217,131.43061746063623,165.6856179856281,2015-09-27 20:00:00-04:00
146.0,148.91995793383185,131.7933036058121,166.0466122618516,2015-09-27 21:00:00-04:00
151.0,149.43904110953375,132.31254924571473,166.56553297335276,2015-09-27 22:00:00-04:00
147.0,149.11871610116924,131.9908074231794,166.24662477915908,2015-09-27 23:00:00-04:00
149.0,149.3996092426829,132.308521810618,166.49069667474782,2015-09-28 00:00:00-04:00
149.0,149.26253627604848,132.17179725965508,166.35327529244188,2015-09-28 01:00:00-04:00
150.0,150.2120902245979,133.12157510801444,167.30260534118133,2015-09-28 02:00:00-04:00
150.0,148.84055427471083,131.74983769999307,165.93127084942859,2015-09-28 03:00:00-04:00
148.0,148.74513942943204,131.6545363046597,165.8357425542044,2015-09-28 04:00:00-04:00
147.0,148.33522394614252,131.24441390479484,165.4260339874902,2015-09-28 05:00:00-04:00
148.0,148.7604663909085,131.66978828744877,165.85114449436824,2015-09-28 06:00:00-04:00
150.0,148.4244009756108,131.3336265547145,165.51517539650712,2015-09-28 07:00:00-04:00
149.0,148.57797038018626,131.48653441254442,165.6694063478281,2015-09-28 08:00:00-04:00
148.0,148.8446969607228,131.7531564338806,165.93623748756502,2015-09-28 09:00:00-04:00
145.0,148.97095314412317,131.87894539135132,166.06296089689502,2015-09-28 10:00:00-04:00
147.0,149.09504516793228,132.00270943313384,166.18738090273072,2015-09-28 11:00:00-04:00
147.0,149.10636324420483,132.01414993986577,166.19857654854388,2015-09-28 12:00:00-04:00
147.0,149.89226082012067,132.80089712844872,166.9836245117926,2015-09-28 13:00:00-04:00
146.0,150.9285415472202,133.83758926528498,168.0194938291554,2015-09-28 14:00:00-04:00
152.0,151.3090709556459,134.21825769411532,168.39988421717646,2015-09-28 15:00:00-04:00
148.0,151.98475555233148,134.8940703935915,169.07544071107145,2015-09-28 16:00:00-04:00
148.0,150.82247778339374,133.73209500584352,167.91286056094395,2015-09-28 17:00:00-04:00
146.0,149.8317194357314,132.74124784056787,166.92219103089494,2015-09-28 18:00:00-04:00
146.0,150.57807712791447,133.48805556566242,167.66809869016652,2015-09-28 19:00:00-04:00
145.0,149.5824507349255,132.49241186202582,166.67248960782516,2015-09-28 20:00:00-04:00
147.0,149.8759939335017,132.7860504563941,166.96593741060929,2015-09-28 21:00:00-04:00
146.0,150.30572400633525,133.21552333975347,167.39592467291703,2015-09-28 22:00:00-04:00
147.0,150.1940553094706,133.10429105268886,167.28381956625233,2015-09-28 23:00:00-04:00
146.0,150.6984445774777,133.58065541753953,167.81623373741584,2015-09-29 00:00:00-04:00
147.0,150.75218602780498,133.6344254028042,167.86994665280577,2015-09-29 01:00:00-04:00
151.0,151.70663315100938,134.5898690622154,168.82339723980337,2015-09-29 02:00:00-04:00
147.0,150.40622107253813,133.28916757461803,167.52327457045823,2015-09-29 03:00:00-04:00
147.0,150.17912460933647,133.06227305215634,167.2959761665166,2015-09-29 04:00:00-04:00
146.0,150.04613123429715,132.92925722201852,167.16300524657578,2015-09-29 05:00:00-04:00
146.0,149.83169840358872,132.7147898409152,166.94860696626225,2015-09-29 06:00:00-04:00
146.0,150.08571168047172,132.96774359460727,167.20367976633617,2015-09-29 07:00:00-04:00
148.0,150.7751550251631,133.65699907787007,167.8933109724561,2015-09-29 08:00:00-04:00
147.0,150.99983680337624,133.88143395834066,168.11823964841182,2015-09-29 09:00:00-04:00
151.0,151.4467476800628,134.32698738744537,168.56650797268023,2015-09-29 10:00:00-04:00
148.0,150.60620697139476,133.48608565952264,167.72632828326687,2015-09-29 11:00:00-04:00
152.0,153.13883917218746,136.0191751270263,170.25850321734862,2015-09-29 12:00:00-04:00
149.0,153.26102261661902,136.14178024725783,170.3802649859802,2015-09-29 13:00:00-04:00
153.0,153.34779698768773,136.22780107058225,170.4677929047932,2015-09-29 14:00:00-04:00
150.0,154.09597837789636,136.9771251942707,171.214831561522,2015-09-29 15:00:00-04:00
149.0,154.21771930501876,137.09914183372194,171.33629677631558,2015-09-29 16:00:00-04:00
154.0,153.34947773076118,136.2310898375261,170.46786562399626,2015-09-29 17:00:00-04:00
148.0,152.97599745375027,135.8574198774348,170.09457503006573,2015-09-29 18:00:00-04:00
149.0,151.90979241743122,134.79177695023685,169.0278078846256,2015-09-29 19:00:00-04:00
147.0,151.66624693559615,134.54832901055815,168.78416486063415,2015-09-29 20:00:00-04:00
148.0,151.80726612670009,134.68947409324704,168.92505816015313,2015-09-29 21:00:00-04:00
149.0,151.55189125510276,134.43437981880058,168.66940269140494,2015-09-29 22:00:00-04:00
151.0,151.39545748379345,134.27706979878155,168.51384516880535,2015-09-29 23:00:00-04:00
147.0,150.91973081903924,133.80055097049765,168.03891066758084,2015-09-30 00:00:00-04:00
148.0,150.30658733507883,133.18726238208754,167.42591228807012,2015-09-30 01:00:00-04:00
153.0,151.2123200550039,134.09373317906628,168.3309069309415,2015-09-30 02:00:00-04:00
148.0,149.92839221064747,132.8096695167194,167.04711490457555,2015-09-30 03:00:00-04:00
147.0,149.97599379962654,132.85706752814087,167.0949200711122,2015-09-30 04:00:00-04:00
148.0,150.06852840213384,132.9497498960563,167.18730690821138,2015-09-30 05:00:00-04:00
147.0,149.87061579847534,132.75199285919382,166.98923873775686,2015-09-30 06:00:00-04:00
146.0,149.72384007892651,132.6047679452793,166.84291221257374,2015-09-30 07:00:00-04:00
150.0,150.38066455079692,133.26123948448225,167.5000896171116,2015-09-30 08:00:00-04:00
150.0,150.77526380108134,133.65647123071,167.89405637145268,2015-09-30 09:00:00-04:00
151.0,151.76509784635618,134.64469475922726,168.8855009334851,2015-09-30 10:00:00-04:00
153.0,153.4827076301222,136.36332134654342,170.602093913701,2015-09-30 11:00:00-04:00
151.0,154.24922237848787,137.13041046513257,171.36803429184317,2015-09-30 12:00:00-04:00
150.0,156.33240196631152,139.21311975393198,173.45168417869107,2015-09-30 16:00:00-04:00
151.0,155.44631980917796,138.32726334070318,172.56537627765275,2015-09-30 17:00:00-04:00
157.0,154.01935197792534,136.90095105934262,171.13775289650806,2015-09-30 18:00:00-04:00
150.0,152.9419181239353,135.82350334140915,170.06033290646144,2015-09-30 19:00:00-04:00
150.0,152.06345543495968,134.9435390090043,169.18337186091506,2015-09-30 20:00:00-04:00
151.0,151.44481716275567,134.32619080037045,168.56344352514088,2015-09-30 21:00:00-04:00
150.0,150.14943461267794,133.02928906183888,167.269580163517,2015-09-30 22:00:00-04:00
147.0,149.02329041942767,131.9030321819117,166.14354865694364,2015-09-30 23:00:00-04:00
147.0,151.9933673005397,134.8712264144691,169.11550818661027,2015-10-01 00:00:00-04:00
145.0,150.8882259760759,133.76502508732875,168.01142686482302,2015-10-01 01:00:00-04:00
147.0,151.55453119144906,134.43345463172932,168.6756077511688,2015-10-01 02:00:00-04:00
145.0,149.84935221711285,132.72832176573863,166.97038266848708,2015-10-01 03:00:00-04:00
145.0,140.26812494683088,123.14689171227707,157.3893581813847,2015-10-01 04:00:00-04:00
145.0,116.64484437964862,99.52370215035114,133.7659866089461,2015-10-01 05:00:00-04:00
144.0,143.79269015155344,126.67183663490155,160.91354366820534,2015-10-01 06:00:00-04:00
145.0,148.3337807612526,131.2127468113341,165.45481471117108,2015-10-01 07:00:00-04:00
145.0,148.17990496965646,131.0570943837993,165.30271555551363,2015-10-01 08:00:00-04:00
145.0,147.85208065795032,130.72799047422882,164.97617084167183,2015-10-01 09:00:00-04:00
144.0,147.10730588030765,129.98418415033217,164.23042761028313,2015-10-01 10:00:00-04:00
145.0,147.74721995376407,130.62453933542434,164.8699005721038,2015-10-01 11:00:00-04:00
144.0,147.6991231318145,130.57639215155,164.821854112079,2015-10-01 12:00:00-04:00
145.0,147.73838578636332,130.6161256044564,164.86064596827023,2015-10-01 13:00:00-04:00
145.0,147.5604206083164,130.43790077743407,164.68294043919875,2015-10-01 14:00:00-04:00
145.0,148.2578652629664,131.1353887680942,165.38034175783858,2015-10-01 15:00:00-04:00
144.0,147.19337679485508,130.07018843316547,164.3165651565447,2015-10-01 16:00:00-04:00
144.0,147.4397672536516,130.3168257764155,164.56270873088772,2015-10-01 17:00:00-04:00
144.0,146.48447632960904,129.36251163528357,163.6064410239345,2015-10-01 18:00:00-04:00
144.0,145.93205942944064,128.80901325463967,163.05510560424162,2015-10-01 19:00:00-04:00
143.0,145.79616645433885,128.6740068201438,162.9183260885339,2015-10-01 20:00:00-04:00
144.0,145.74089778727267,128.6186564009388,162.86313917360656,2015-10-01 21:00:00-04:00
143.0,145.4012355790957,128.27955430933608,162.52291684885532,2015-10-01 22:00:00-04:00
143.0,145.6615214285953,128.53878550393065,162.78425735325996,2015-10-01 23:00:00-04:00
143.0,144.78913811682096,127.6633096095493,161.91496662409264,2015-10-02 00:00:00-04:00
143.0,144.91802145467994,127.79194970418641,162.04409320517348,2015-10-02 01:00:00-04:00
144.0,146.17675858176716,129.05192894143988,163.30158822209444,2015-10-02 02:00:00-04:00
143.0,144.64505903712586,127.52130559568917,161.76881247856255,2015-10-02 03:00:00-04:00
142.0,144.1484437501963,127.0245584282974,161.27232907209518,2015-10-02 04:00:00-04:00
142.0,143.87541001768204,126.74916588402768,161.00165415133642,2015-10-02 05:00:00-04:00
143.0,144.3073630628436,127.17872658906988,161.43599953661732,2015-10-02 06:00:00-04:00
143.0,145.05743066630507,127.92906450953058,162.18579682307956,2015-10-02 07:00:00-04:00
143.0,144.59274260107586,127.46269416334037,161.72279103881135,2015-10-02 11:00:00-04:00
143.0,144.4287082591936,127.30003027432686,161.55738624406032,2015-10-02 12:00:00-04:00
143.0,144.72048840700353,127.59195323649236,161.8490235775147,2015-10-02 13:00:00-04:00
142.0,145.30456501896253,128.17611783751403,162.43301220041104,2015-10-02 14:00:00-04:00
143.0,145.01552077139826,127.88598883644741,162.1450527063491,2015-10-02 15:00:00-04:00
142.0,145.45695562599815,128.33093114115908,162.5829801108372,2015-10-02 16:00:00-04:00
142.0,144.7459068369878,127.61859109642268,161.87322257755295,2015-10-02 17:00:00-04:00
142.0,143.7316595857419,126.60427995948834,160.85903921199548,2015-10-02 18:00:00-04:00
141.0,143.98273358775387,126.85563880153008,161.10982837397768,2015-10-02 19:00:00-04:00
141.0,143.79044090470438,126.66413743198333,160.91674437742543,2015-10-02 20:00:00-04:00
142.0,144.47960461290927,127.3545661245127,161.60464310130584,2015-10-02 21:00:00-04:00
140.0,144.28171509352129,127.1576486923819,161.4057814946607,2015-10-02 22:00:00-04:00
141.0,144.21516864426926,127.09158295619662,161.3387543323419,2015-10-02 23:00:00-04:00
141.0,144.15669999123122,127.03192480366438,161.28147517879808,2015-10-03 00:00:00-04:00
139.0,144.1532208361255,127.02791508313074,161.2785265891203,2015-10-03 01:00:00-04:00
142.0,145.306867921231,128.18198141840634,162.43175442405567,2015-10-03 02:00:00-04:00
141.0,143.70586630557392,126.5809770067878,160.83075560436004,2015-10-03 03:00:00-04:00
140.0,143.38576638160234,126.26054367176705,160.51098909143764,2015-10-03 04:00:00-04:00
138.0,142.83654106924592,125.71175271903309,159.96132941945876,2015-10-03 05:00:00-04:00
139.0,142.4531076269172,125.32768782681498,159.5785274270194,2015-10-03 06:00:00-04:00
139.0,142.93974771369335,125.81265738266258,160.06683804472414,2015-10-03 07:00:00-04:00
141.0,143.15831194275222,126.028839730465,160.28778415503945,2015-10-03 08:00:00-04:00
139.0,142.54332008558183,125.41044850191197,159.67619166925166,2015-10-03 09:00:00-04:00
142.0,142.55707800448803,125.42562736034614,159.68852864862993,2015-10-03 10:00:00-04:00
139.0,143.3118134878248,126.17916987633899,160.4444570993106,2015-10-03 11:00:00-04:00
140.0,143.7719174074282,126.64107641126324,160.90275840359314,2015-10-03 12:00:00-04:00
143.0,144.29302646396383,127.16411840418539,161.42193452374227,2015-10-03 13:00:00-04:00
141.0,144.69014536163508,127.56261049987498,161.81768022339517,2015-10-03 14:00:00-04:00
140.0,145.58732166372928,128.45962740970054,162.71501591775802,2015-10-03 15:00:00-04:00
142.0,145.43270405104292,128.3038786059198,162.56152949616603,2015-10-03 16:00:00-04:00
141.0,145.98950217813882,128.86037079161488,163.11863356466276,2015-10-03 17:00:00-04:00
142.0,146.11628123885635,128.98750892919634,163.24505354851635,2015-10-03 18:00:00-04:00
142.0,146.72639817036332,129.5991984938665,163.85359784686014,2015-10-03 19:00:00-04:00
142.0,147.31883340993284,130.1911579878806,164.44650883198508,2015-10-03 20:00:00-04:00
142.0,147.47944929444074,130.3528686297477,164.6060299591338,2015-10-03 21:00:00-04:00
142.0,148.06801195633687,130.9422903129112,165.19373359976254,2015-10-03 22:00:00-04:00
142.0,148.29828760521275,131.17197158376166,165.42460362666384,2015-10-03 23:00:00-04:00
142.0,148.2374110711106,131.1093944966321,165.36542764558914,2015-10-04 00:00:00-04:00
143.0,148.27279025142894,131.14704766565077,165.3985328372071,2015-10-04 01:00:00-04:00
144.0,149.3940337789876,132.26319602272463,166.52487153525055,2015-10-04 02:00:00-04:00
143.0,148.00748351611273,130.88051738611136,165.1344496461141,2015-10-04 03:00:00-04:00
141.0,147.69751333119186,130.56515986822268,164.82986679416103,2015-10-04 04:00:00-04:00
143.0,147.35312491910375,130.2249621634228,164.4812876747847,2015-10-04 05:00:00-04:00
143.0,147.53199501033447,130.40475045467184,164.6592395659971,2015-10-04 06:00:00-04:00
141.0,147.19438448290896,130.0662517202891,164.32251724552881,2015-10-04 07:00:00-04:00
144.0,147.29177596427655,130.16138713389708,164.42216479465603,2015-10-04 08:00:00-04:00
142.0,147.15018457700486,130.0217743608267,164.27859479318303,2015-10-04 09:00:00-04:00
141.0,147.62028567632842,130.4907842059402,164.74978714671664,2015-10-04 10:00:00-04:00
146.0,147.8516236956089,130.7231234998179,164.98012389139993,2015-10-04 11:00:00-04:00
143.0,148.66261052797518,131.53149953049862,165.79372152545173,2015-10-04 12:00:00-04:00
144.0,149.4584162053452,132.3287671296999,166.5880652809905,2015-10-04 13:00:00-04:00
143.0,149.25725716258822,132.12551031086454,166.3890040143119,2015-10-04 14:00:00-04:00
143.0,148.35870866762195,131.22806051905576,165.48935681618815,2015-10-04 15:00:00-04:00
147.0,146.98171959410064,129.8520906192859,164.1113485689154,2015-10-04 16:00:00-04:00
143.0,149.32748560789935,132.20013827913007,166.45483293666862,2015-10-04 17:00:00-04:00
142.0,147.43794948232002,130.30983135882474,164.5660676058153,2015-10-04 18:00:00-04:00
141.0,146.68517025992804,129.55406113213792,163.81627938771817,2015-10-04 19:00:00-04:00
144.0,146.8667461636277,129.7382889235081,163.99520340374733,2015-10-04 20:00:00-04:00
140.0,146.68609455348138,129.55607011214732,163.81611899481544,2015-10-04 21:00:00-04:00
139.0,146.747930574703,129.6193471195956,163.87651402981038,2015-10-04 22:00:00-04:00
140.0,146.0427478657096,128.91294143992187,163.17255429149733,2015-10-04 23:00:00-04:00
140.0,146.0769045631331,128.9856730694119,163.1681360568543,2015-10-05 00:00:00-04:00
141.0,145.7752259415281,128.683683657735,162.8667682253212,2015-10-05 01:00:00-04:00
142.0,146.63663148073036,129.54373890441764,163.72952405704308,2015-10-05 02:00:00-04:00
142.0,145.12145557424347,128.0303476085686,162.21256353991834,2015-10-05 03:00:00-04:00
139.0,144.8825239211439,127.78976725143717,161.97528059085064,2015-10-05 04:00:00-04:00
139.0,144.3257268918433,127.23185673395977,161.4195970497268,2015-10-05 05:00:00-04:00
144.0,144.867779641904,127.77643810639692,161.95912117741108,2015-10-05 06:00:00-04:00
148.0,144.66034188677332,127.56863829743462,161.75204547611202,2015-10-05 07:00:00-04:00
145.0,144.9225093794113,127.8289559700754,162.0160627887472,2015-10-05 08:00:00-04:00
148.0,145.27596882718075,128.18434260504122,162.36759504932027,2015-10-05 09:00:00-04:00
149.0,145.35624293853903,128.26428537268185,162.4482005043962,2015-10-05 10:00:00-04:00
147.0,145.58801262060075,128.4967909093675,162.679234331834,2015-10-05 11:00:00-04:00
148.0,145.6926778054249,128.6008917999974,162.78446381085237,2015-10-05 12:00:00-04:00
150.0,146.45383249990965,129.36012146126765,163.54754353855165,2015-10-05 13:00:00-04:00
148.0,148.12035792816633,131.0236949050954,165.21702095123726,2015-10-05 14:00:00-04:00
153.0,149.15714189831047,132.0639001642537,166.25038363236723,2015-10-05 15:00:00-04:00
151.0,149.78920656412018,132.6987334042624,166.87967972397794,2015-10-05 16:00:00-04:00
149.0,149.08835715897777,131.99881499187342,166.17789932608213,2015-10-05 17:00:00-04:00
150.0,148.36724306125058,131.27778395920035,165.4567021633008,2015-10-05 18:00:00-04:00
147.0,149.3206117033418,132.2311201601188,166.4101032465648,2015-10-05 19:00:00-04:00
147.0,148.22708810457968,131.13760847265124,165.31656773650812,2015-10-05 20:00:00-04:00
144.0,147.96601166063726,130.87661847222083,165.0554048490537,2015-10-05 21:00:00-04:00
147.0,147.56351772616085,130.47425272593557,164.65278272638614,2015-10-05 22:00:00-04:00
145.0,146.66280872442545,129.5733875674416,163.75222988140928,2015-10-05 23:00:00-04:00
143.0,146.46310610070964,129.34545971891538,163.5807524825039,2015-10-06 00:00:00-04:00
142.0,146.05456320201927,128.93696780048097,163.17215860355756,2015-10-06 01:00:00-04:00
145.0,146.45684609570938,129.340238149059,163.57345404235977,2015-10-06 02:00:00-04:00
142.0,144.6045995684135,127.48785574269802,161.721343394129,2015-10-06 03:00:00-04:00
141.0,143.93501189870761,126.81834578140473,161.0516780160105,2015-10-06 04:00:00-04:00
141.0,143.578219787855,126.46135893748,160.69508063823002,2015-10-06 05:00:00-04:00
